V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101
1174-901-12	0	0	0	0	1	2	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	2	0	1	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	1	0	1	1	0	0	0	2	0	1	0	0	2	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	2	2	0	1	0	2	0	1	1
966-1	1	1	4	2	1	2	3	3	0	1	3	0	2	4	1	5	2	2	1	3	2	2	4	3	1	2	1	0	3	2	5	2	4	5	5	3	1	3	1	4	1	1	3	3	3	5	4	0	0	3	6	4	6	2	3	4	0	1	4	2	3	0	1	2	4	2	3	1	1	2	3	2	5	2	5	0	1	1	2	0	1	2	1	4	1	2	2	4	6	0	4	3	1	2	1	2	5	2	2	2
AAP99	1	4	6	4	2	2	1	1	1	3	3	2	1	3	3	4	3	1	1	2	3	3	1	4	0	3	2	1	1	4	5	2	6	6	2	5	1	2	3	1	2	1	1	2	4	1	0	3	3	3	3	3	4	0	5	4	1	1	0	3	2	2	2	5	1	1	4	1	1	2	2	3	2	4	3	1	2	3	2	1	1	0	3	2	7	2	2	4	2	2	4	5	1	4	1	3	4	0	3	1
AKYG587	0	1	0	0	0	0	0	0	3	0	2	0	1	0	0	0	1	1	0	2	2	1	1	1	0	0	0	0	1	1	0	1	3	1	1	0	1	2	0	0	0	0	1	0	2	1	2	1	0	1	0	0	0	1	1	0	2	0	1	2	0	1	1	1	0	1	0	0	2	1	1	3	1	0	1	1	0	2	0	0	0	0	1	1	0	0	1	1	1	1	3	1	1	0	0	3	1	0	0	1
Acanthopleuribacter	1	0	0	0	2	1	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	1	1	1	1	0	0	0	1	3	0
Acetanaerobacterium	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	2	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	1	3	3	2	0	0	1	2	0	0	1	1	1	1	0	0	0	1
Acetobacterium	0	1	0	1	2	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	0	2	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	2	0	0	0	2	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	2	1	0	1	1
Acetobacteroides	2	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	2	1	1	0	1	0	0	1	0	0	2	0	1	1	0	1	2	2	0	1	1	1	2	0	1	2	1	0	1	1	1	0	0	0	1	2	0	0	0	1	1	0	1	0	1	4	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	1	1	0	0	3	1	0	0
Acidaminobacter	4	1	2	0	2	3	4	3	0	5	4	3	0	3	0	6	3	1	5	4	5	5	2	6	2	1	1	2	3	2	1	5	3	3	7	3	3	2	7	1	3	4	4	0	2	4	1	4	1	2	3	4	2	3	1	1	3	3	1	1	4	0	1	4	3	3	1	4	4	5	3	5	4	1	2	1	2	4	1	1	3	2	2	2	2	3	5	2	3	2	2	6	2	5	3	1	3	3	1	3
Acidibacter	2	0	2	0	0	2	1	1	0	0	0	0	1	3	3	1	1	0	1	0	0	0	0	0	1	1	0	2	0	2	0	0	1	3	2	4	1	0	2	1	0	0	0	0	0	0	0	1	2	0	1	1	1	0	0	1	0	2	0	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	1	0	0	2	0	1	1	0
Acidovorax	96	81	80	79	77	77	73	88	83	101	85	88	88	70	89	77	68	99	98	88	91	89	91	77	85	93	78	88	91	89	94	97	87	85	97	87	86	89	85	89	94	91	81	83	78	73	98	90	78	95	72	86	86	86	101	100	88	89	70	72	75	76	85	91	84	100	89	76	78	89	90	94	87	89	88	109	88	66	78	97	88	100	87	77	78	93	98	98	87	95	101	83	95	81	89	96	86	88	81	98
Acinetobacter	8	4	3	3	7	3	7	1	8	2	5	9	5	2	3	4	5	5	7	6	8	6	3	11	5	3	3	3	4	3	2	3	5	7	4	6	5	5	7	1	1	4	1	4	5	6	2	5	4	4	2	4	5	5	4	6	7	3	4	4	3	3	2	1	5	2	3	9	3	6	4	3	3	5	3	3	2	1	6	5	1	3	4	4	4	4	1	4	2	2	1	6	3	5	2	3	4	2	9	2
Actibacter	0	0	1	3	1	1	3	2	1	2	3	0	0	4	5	2	1	2	1	2	1	2	0	1	2	1	2	0	1	0	1	2	1	0	3	0	1	2	0	1	0	5	0	0	4	2	1	1	0	3	1	2	0	3	1	1	4	1	2	2	1	0	0	5	1	1	3	1	3	2	3	0	1	1	0	2	1	0	1	4	1	2	2	1	2	4	4	1	1	1	1	2	3	1	2	2	2	2	4	3
Aeromonas	30	29	31	35	24	21	35	29	44	33	37	31	27	36	48	30	30	23	25	33	38	26	38	28	27	34	34	35	35	27	32	24	21	36	32	25	37	41	30	45	39	29	28	40	30	36	45	45	23	32	29	26	39	34	25	31	34	25	29	37	25	36	30	27	24	25	25	33	27	31	41	29	36	35	35	32	36	43	27	39	32	32	39	27	33	37	36	23	40	34	35	39	40	30	29	40	33	35	33	36
Agathobacter	4	8	6	3	5	5	3	4	6	4	9	4	5	7	9	2	3	5	4	7	7	4	6	5	8	4	9	3	10	9	7	4	4	2	6	7	8	5	5	3	9	7	3	4	3	5	5	3	5	9	5	5	4	5	2	6	4	4	6	10	7	7	8	8	4	9	5	6	7	9	7	4	6	7	9	8	4	9	4	5	8	4	4	3	5	5	5	8	4	5	6	3	3	3	5	5	4	3	8	2
Algoriphagus	14	22	22	14	15	19	23	22	17	16	22	11	14	14	13	17	17	12	14	14	18	17	20	19	15	17	12	22	15	13	14	18	11	12	17	16	18	17	15	10	12	19	12	23	18	12	17	16	17	15	19	14	16	16	18	16	18	15	24	8	20	19	20	20	14	17	19	19	13	13	14	17	9	13	13	21	11	22	16	14	22	12	19	22	21	17	14	18	19	24	11	21	13	15	22	15	26	16	21	12
Alkanibacter	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	2	0	1	1	1	0	1	1	1	0	0	0	0	0	0	2	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	39	35	25	37	31	31	38	32	28	37	27	25	37	24	28	31	24	26	29	35	34	31	34	32	43	44	36	25	27	26	28	22	31	25	31	23	32	27	36	36	29	33	33	27	34	30	29	33	17	30	20	35	32	28	26	29	32	30	42	30	38	35	32	30	34	44	39	33	19	38	29	34	29	22	25	29	26	34	35	28	40	28	32	35	27	32	29	34	26	28	29	35	31	28	36	28	44	32	23	31
Alsobacter	8	12	13	10	2	10	10	11	18	9	7	13	14	14	15	14	13	10	12	12	12	17	11	17	17	13	13	15	7	12	17	13	12	15	15	14	9	6	10	15	11	12	7	10	5	8	14	16	9	14	12	15	9	9	14	11	13	8	11	9	12	2	12	16	8	7	17	15	13	11	13	10	10	7	11	12	6	6	13	9	12	22	14	11	11	9	8	9	10	11	10	10	15	10	11	15	17	16	10	9
Altererythrobacter	33	29	27	21	25	14	24	23	27	17	22	22	20	33	21	22	21	24	24	22	18	27	23	24	24	23	24	32	29	24	27	16	18	22	23	19	27	23	24	20	23	24	20	19	12	21	24	26	26	29	25	17	31	22	21	27	29	21	36	21	31	26	32	24	21	30	27	19	29	27	17	19	28	26	26	25	29	21	27	17	20	18	18	23	28	23	32	20	21	19	21	23	26	20	21	35	26	24	23	28
Amaricoccus	2	3	2	2	1	1	3	4	0	4	1	3	2	3	5	2	1	1	1	2	2	3	0	1	3	1	1	1	1	0	1	0	2	1	3	2	0	0	1	1	3	1	2	2	0	3	0	0	2	0	1	1	0	1	2	0	2	1	5	4	4	3	2	3	0	1	4	1	1	0	2	4	0	3	0	0	4	5	1	0	2	0	0	2	0	2	3	7	1	3	3	3	1	1	3	3	1	1	1	1
Aminobacter	2	1	0	3	4	3	3	3	0	3	3	4	2	3	8	3	2	2	0	2	4	2	6	4	5	3	1	5	1	4	1	1	1	1	1	1	1	1	3	2	1	2	4	1	0	4	2	0	4	4	3	3	0	4	0	1	0	4	2	2	3	0	2	2	1	3	3	0	1	0	3	2	2	1	2	2	3	4	2	0	2	2	2	4	1	1	3	3	3	1	6	1	1	2	1	2	1	1	6	3
Anaerocolumna	2	5	2	1	3	2	3	1	1	4	0	0	1	2	1	0	1	0	2	4	3	1	6	3	3	0	2	0	3	2	2	1	3	1	1	1	2	3	0	1	1	3	1	0	1	1	1	0	0	0	3	2	1	2	2	0	0	1	1	2	1	0	2	3	2	4	3	0	1	2	5	0	1	0	2	0	0	0	3	3	0	1	2	1	2	3	2	3	2	1	1	1	2	1	5	1	1	1	2	0
Anaeromyxobacter	2	0	0	0	1	0	0	0	2	0	0	0	1	1	2	0	1	0	1	2	1	0	0	0	0	1	0	3	0	2	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	2	2	1	2	2	1	0	1	1	0	1	3	3	1	1	2	2	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	2	2	2	2	1	1	0	2
Anaerosinus	3	0	2	0	1	1	1	1	1	4	2	2	0	0	2	1	2	1	0	0	4	0	1	2	0	1	3	0	1	1	1	0	3	1	0	0	0	3	1	1	3	1	2	2	0	1	1	0	1	1	1	0	2	0	2	2	0	2	2	1	2	1	2	2	3	5	2	0	2	0	0	0	2	1	1	0	2	3	1	2	1	1	3	0	1	4	2	0	3	1	2	2	2	1	1	1	0	1	0	1
Anaerospora	0	0	0	1	2	0	0	1	2	0	0	0	0	1	1	0	1	0	2	1	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	2	1	1	0	0	0	1	0	0
Anaerosporobacter	1	0	1	2	2	2	2	0	0	0	2	0	0	2	0	0	0	1	3	1	1	0	0	1	2	2	2	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	2	1	0	1	1	2	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	2	2	0	1	0	0	1	1	0	1	2	0	0	2	1	1	3	1	0	1	1	1	0	0	1	0	1	1	2	0	2
Anaerosporomusa	3	1	1	0	0	0	0	1	2	0	1	1	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	1	0	0	1	1	1	1	2	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	3	0	0	1	1	0	0	0	0	0	1	1	1	0	1
Anaerostipes	1	3	1	0	3	0	3	0	0	4	0	2	4	1	1	3	2	0	3	2	1	2	2	2	1	1	1	1	0	1	2	2	1	0	0	2	1	1	1	3	3	1	2	2	1	0	0	2	6	1	3	2	4	1	3	0	3	2	0	2	4	0	4	2	0	1	2	0	3	3	2	1	3	3	0	0	2	0	3	2	1	2	0	2	4	1	3	2	3	2	3	1	2	0	1	1	0	2	3	2
Anaerovorax	3	3	2	0	0	0	2	1	2	0	3	2	0	1	1	3	0	4	3	3	5	3	1	1	2	4	2	4	0	3	1	1	6	4	2	4	0	3	1	3	3	1	0	2	1	3	2	3	3	4	2	3	1	2	0	2	4	2	4	1	2	2	1	2	3	3	3	2	3	3	0	3	2	4	3	2	3	2	2	5	1	1	0	2	6	2	1	5	0	1	1	2	1	1	5	2	3	2	1	3
Ancylobacter	1	0	0	0	3	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	2	0	1	0	1	0	1	0	1	2	2	1	0	1	0	1	3	1	1	0	1	2	0	0	1	1	3	1	4	0	0	0	1	0	0	1	0	0	0	1	0	0	2	1	0	0	0	3	1	0	1	1	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	1
Anoxybacillus	1	0	0	0	0	0	1	0	2	1	0	0	2	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	3	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0
Aquabacterium	168	216	186	174	214	203	173	182	195	189	183	207	217	223	197	216	196	195	185	191	217	219	201	187	203	177	197	194	221	213	188	199	184	215	196	179	216	200	207	192	179	184	189	163	203	196	204	210	174	220	205	205	196	226	186	198	219	188	184	206	191	207	184	166	229	221	201	213	199	195	194	189	196	211	196	185	216	202	176	171	194	197	203	178	194	214	202	201	176	197	175	176	191	205	190	186	177	198	197	196
Aquaspirillum	2	2	3	3	8	0	3	3	7	3	3	3	1	4	3	4	2	0	4	3	5	4	0	2	1	3	1	0	1	5	1	0	4	4	0	2	3	2	3	0	6	2	1	0	0	2	3	2	0	0	2	1	1	3	0	5	4	0	3	1	3	2	1	1	2	2	3	3	0	2	2	2	4	4	1	2	6	2	3	0	4	3	0	1	2	2	3	2	4	3	1	1	0	0	1	3	0	2	1	5
Aquicella	2	5	0	6	7	6	5	6	5	7	2	3	4	1	4	4	2	5	3	4	3	3	5	4	6	1	1	3	3	3	2	4	3	3	5	2	1	2	6	6	7	3	2	7	7	7	4	3	3	8	2	6	6	4	3	3	1	3	4	1	1	1	2	4	4	3	5	2	2	3	3	2	5	1	3	5	6	3	4	3	3	3	5	6	3	4	5	4	4	3	4	5	2	2	3	5	3	2	5	4
Aquimonas	1	2	1	4	0	4	2	0	3	4	1	3	0	1	1	0	1	1	0	1	0	2	2	4	1	4	3	1	0	2	2	1	2	2	3	0	1	2	0	0	1	1	1	1	1	1	2	0	2	1	1	2	2	1	2	2	0	3	6	1	0	1	1	0	3	2	2	2	2	1	4	3	4	1	0	0	1	1	2	0	2	3	4	4	2	1	2	1	1	1	1	4	2	5	0	3	0	4	1	1
Aquisphaera	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	2	0	0	0	2	1	0	0	1	1	0	1	0	1	0	0	0	2	1	0	1	2	0	0	0	0	1	0	2	1	0	2	2	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0
Arcicella	1	1	1	0	0	0	4	2	1	2	2	0	2	1	1	1	2	0	0	2	0	0	2	1	1	3	1	1	2	2	1	2	1	1	2	0	0	3	0	0	1	1	1	0	1	0	0	1	1	2	0	0	0	1	0	2	1	1	1	1	1	0	0	2	1	1	2	3	0	3	2	1	0	1	5	0	0	0	1	0	0	1	1	0	1	4	1	2	1	1	0	0	1	2	1	0	0	0	0	2
Arcobacter	473	484	490	459	464	458	481	458	492	465	449	470	504	489	505	474	474	456	463	449	458	465	467	490	478	457	473	443	467	458	480	426	475	467	456	472	483	494	451	426	530	469	474	432	444	507	460	473	477	465	454	415	488	458	484	469	456	477	434	470	446	449	504	503	518	472	485	471	490	490	485	492	444	442	487	430	504	491	474	502	456	442	478	474	470	460	455	444	466	481	471	446	460	459	470	449	496	490	446	481
Arenimonas	209	199	194	198	215	177	202	196	200	183	198	197	166	188	218	215	189	206	209	185	225	202	191	208	183	236	197	206	195	181	172	211	192	205	210	180	210	229	202	205	207	175	217	175	216	178	180	171	198	182	206	218	204	185	206	182	202	198	193	193	197	211	174	223	205	205	174	180	218	208	193	196	191	201	215	184	191	172	197	213	183	210	200	217	217	209	194	189	211	179	210	205	196	195	202	203	183	199	193	186
Armatimonas	644	643	642	659	662	646	644	618	660	663	630	673	637	686	670	668	648	684	653	642	686	680	708	687	666	708	644	680	615	654	647	639	669	640	639	704	632	639	660	692	701	668	653	645	670	682	691	640	674	623	601	663	650	675	671	627	624	644	694	672	668	716	662	643	629	670	628	663	622	673	679	692	667	661	686	657	643	698	673	664	690	649	706	663	663	696	643	674	660	666	660	663	661	676	669	683	694	679	656	704
Arsenophonus	0	0	1	0	0	2	0	0	0	2	1	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	1	2	0	0	2	0	0	0	2	0	0	0	1	0	0	2	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0
Asaia	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	2	0	0	1	0	1	0	0	2	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Asticcacaulis	0	0	0	0	0	2	1	1	1	0	0	0	0	1	2	0	0	0	1	1	0	0	2	0	0	0	0	1	1	0	1	1	0	0	2	0	0	0	1	2	1	0	0	0	0	0	1	0	0	1	0	1	0	2	2	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	2	1	1	1	1	0	2	0	2	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1
Aurantimicrobium	79	96	94	83	84	76	87	90	76	81	65	67	83	73	88	86	84	94	85	94	89	78	75	106	75	75	89	76	89	88	86	89	91	85	85	91	81	67	72	77	90	103	81	103	97	73	91	85	100	83	80	91	71	83	87	102	104	103	69	99	101	101	86	84	98	95	87	96	88	103	80	83	69	94	90	79	82	74	78	96	98	90	85	87	74	93	82	83	94	80	87	82	84	75	73	81	78	94	82	93
Azospira	6	7	4	3	4	4	3	3	2	5	5	5	4	4	3	3	4	5	4	3	5	5	3	2	8	6	2	5	6	1	5	1	6	4	9	7	1	3	4	6	7	6	4	7	5	3	11	5	6	5	11	7	4	6	5	3	1	2	7	8	3	3	4	1	6	5	2	5	5	7	3	2	1	3	6	5	5	8	6	0	8	7	2	8	5	6	8	8	2	8	8	6	5	4	6	6	4	1	3	4
Azospirillum	1	4	2	4	6	3	3	3	0	2	6	1	3	0	2	3	3	7	1	3	3	1	2	2	2	0	1	2	1	2	3	3	2	0	3	0	1	0	6	2	6	0	3	2	2	5	4	1	2	3	4	3	6	1	3	2	3	3	2	2	0	4	3	1	4	2	0	3	2	2	3	2	2	3	5	3	3	1	7	1	2	4	3	3	2	1	3	2	3	0	2	6	1	2	2	8	3	3	1	1
Azovibrio	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1	2	0	1	1	2	1	0	0	1	2	2	2	1	0	4	2	0	0	1	0	0	0	2	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	2	0	0	1	1	0	2	1	0	0	0	0	2	1	0	2	0
BD1-7 clade	5	3	4	3	3	5	6	5	7	4	3	9	4	7	5	3	4	3	5	10	7	0	6	3	8	5	9	5	6	4	7	10	4	8	3	4	4	5	6	2	3	5	7	6	7	6	7	6	6	3	4	3	4	4	2	10	5	7	4	5	11	7	11	8	6	5	5	4	3	3	3	5	6	6	5	6	4	7	6	5	7	4	3	6	6	8	6	2	3	10	10	8	2	10	4	3	3	2	2	3
BIyi10	2	0	0	2	0	0	1	0	0	1	0	3	1	0	3	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	2	1	0	0	1	0	0	1	0	0	2	0	0	1	2	1	1	0	1	0	1	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0
BSV13	3	1	1	4	2	2	2	2	2	2	4	4	6	1	4	0	2	1	5	2	1	3	2	3	2	2	4	5	3	1	1	3	1	2	6	3	2	4	1	5	2	5	1	3	3	5	2	1	3	3	6	4	2	4	3	1	2	7	1	2	4	2	5	4	4	3	1	5	3	2	4	5	2	6	5	8	3	6	8	7	1	7	0	1	1	5	5	1	2	4	2	7	3	4	3	7	6	5	4	2
Bacillus	35	46	44	40	38	50	34	46	49	40	54	44	44	40	46	39	50	47	41	40	48	40	40	38	52	39	36	42	42	43	39	45	31	41	46	31	47	34	44	45	40	45	35	30	39	38	32	47	43	40	36	36	43	43	27	51	35	41	45	47	44	37	42	37	36	34	41	37	45	44	38	34	32	32	35	32	31	35	23	47	45	37	30	31	51	38	39	39	39	21	37	38	37	28	49	35	45	46	40	33
Bact-08	0	1	0	0	0	1	0	0	0	0	0	2	0	1	3	0	2	2	0	2	0	0	0	2	3	2	2	0	0	0	2	0	1	1	0	1	2	1	1	1	0	1	0	0	1	0	0	2	2	1	2	0	1	0	0	0	0	2	1	3	2	1	1	0	1	0	0	0	2	0	0	0	0	0	2	0	1	0	1	2	0	2	0	1	0	1	1	0	0	0	2	0	0	0	3	1	1	0	1	1
Bacteriovorax	2	5	1	3	1	3	1	1	3	1	8	4	4	2	2	3	2	4	1	2	4	3	1	0	6	3	2	3	3	2	1	0	2	3	1	2	4	1	0	4	2	3	1	0	5	2	2	3	5	2	4	1	1	2	3	4	3	2	3	3	2	1	3	3	1	4	4	4	4	2	5	6	5	7	4	3	4	1	1	3	2	3	2	0	6	5	2	2	2	2	3	2	5	1	6	0	4	2	3	5
Bacteroides	1	1	0	4	2	5	3	0	2	6	2	2	2	0	4	0	1	2	2	1	4	1	3	5	3	0	1	3	1	2	2	0	5	4	3	0	1	2	0	0	4	3	1	4	3	2	0	0	0	2	1	1	1	1	1	3	3	1	2	2	1	2	1	2	2	6	3	0	0	0	2	4	1	1	2	1	1	3	2	0	3	0	1	2	3	1	2	2	2	4	0	2	2	3	0	3	3	2	1	1
Bauldia	3	4	10	4	0	4	3	8	6	5	1	1	7	8	5	4	7	2	7	6	9	3	12	6	4	4	3	4	2	5	5	6	2	4	6	4	10	7	1	3	2	3	9	5	5	6	6	3	5	4	4	7	6	7	4	6	3	4	4	10	6	6	3	6	10	3	5	9	4	8	4	1	3	7	8	3	3	2	4	2	2	6	3	3	9	5	4	8	5	0	6	3	6	6	6	2	7	6	3	8
Belnapia	1	0	0	1	0	0	0	1	0	1	1	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	3	1	0	0	0	2	0	0	0	0
Blastomonas	0	2	3	2	0	1	0	1	1	3	1	1	2	4	1	1	0	2	0	2	0	1	7	1	2	1	4	1	0	1	0	0	0	1	1	1	0	0	1	2	2	2	2	1	2	1	1	1	2	1	2	2	1	2	1	1	2	1	0	1	1	0	2	0	1	0	0	0	2	0	3	0	4	1	1	0	0	0	0	1	2	1	1	3	3	5	2	3	0	1	1	1	2	2	2	2	1	0	2	1
Blastopirellula	2	1	1	0	0	1	3	1	0	0	3	1	0	0	0	2	5	0	0	1	5	1	0	2	2	0	2	1	0	2	1	0	0	0	1	1	3	1	1	0	1	1	0	0	2	1	0	3	1	1	3	3	0	2	0	2	1	0	0	2	2	2	1	0	0	2	2	2	0	1	1	0	2	0	0	0	2	0	2	4	3	1	0	1	1	0	1	1	2	1	0	1	1	1	1	3	0	1	0	2
Blautia	7	5	9	5	8	5	6	5	7	3	8	10	8	9	9	7	8	8	6	8	6	1	6	5	4	6	1	4	6	2	4	9	4	5	8	7	7	5	7	8	3	6	4	11	5	7	9	6	4	5	4	8	7	7	6	4	9	2	3	5	8	6	5	3	8	6	3	5	5	5	12	5	8	10	6	7	10	2	6	3	4	5	9	6	3	8	7	11	3	4	8	10	7	6	4	10	6	8	5	5
Bosea	2	1	3	2	1	7	2	5	1	8	2	5	6	4	3	2	3	6	1	2	4	8	3	4	3	3	5	3	4	2	5	2	3	3	1	3	2	2	4	5	3	2	2	1	0	3	3	7	2	2	2	2	3	7	6	3	2	2	8	3	6	3	4	4	2	1	4	6	4	4	1	2	1	4	5	3	2	4	1	4	1	4	7	7	1	2	3	4	3	1	3	5	3	1	2	1	1	5	1	3
Brachymonas	0	0	1	1	1	1	2	3	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	3	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	2	0	2	1	1	1	1	0	1	1	1	1	0	1	1	1	0
Bradyrhizobium	14	7	13	8	10	15	14	8	4	12	15	14	13	17	11	15	11	13	11	8	17	12	9	9	8	14	12	9	12	11	8	8	10	10	6	10	8	14	13	11	15	8	6	6	11	8	15	10	15	12	12	11	14	8	16	7	11	18	11	6	8	10	14	11	18	8	12	12	10	12	10	7	11	5	12	10	12	17	6	16	13	10	8	12	11	8	10	10	10	10	13	9	11	13	10	12	7	12	11	10
Brevundimonas	4	4	6	3	7	2	5	8	8	4	8	5	5	6	6	7	10	6	7	9	4	6	6	6	5	6	9	6	4	7	5	4	11	11	6	5	5	0	3	7	7	4	4	5	6	8	1	5	4	4	8	4	6	2	9	10	3	6	7	6	8	5	4	6	6	5	9	8	3	1	5	7	10	6	5	7	13	7	8	4	2	4	5	5	10	6	8	8	8	7	5	5	5	4	3	4	5	6	5	6
Bryobacter	0	0	0	0	2	2	1	1	0	1	1	1	1	1	0	1	0	2	0	1	0	0	1	1	2	0	0	3	1	1	2	0	0	1	0	0	0	2	0	0	0	2	0	2	0	3	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	2	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	2	0	0	0	2	1	0	0
